core_name_norm,freq,judete_n,uats_n,sample_name,judete_list,table,full_name,gender,birth_year,death_year,era,profession,nationality,wikidata_qid,term,nature_type,category,subcategory,place_name,place_type,country,notes
nr. 2,23,11,23,Nr. 2,"AR,BH,BT,BZ,CV,DJ,IL,MH,MS,NT,PH"
nr. 5,23,10,23,Nr. 5,"AR,BH,BZ,CV,DJ,IL,MH,MS,NT,PH"
pusta,23,8,23,Pusta,"BH,BN,BV,CJ,MM,SM,SJ,TM"
ratului,23,7,23,Râtului,"AB,BN,CJ,MM,MS,SJ,SB"
sub padure,23,10,23,Strada Sub Pădure,"BC,BN,BT,CJ,MM,MS,NT,SM,SJ,SV"
tulcei,23,3,18,Prelungirea Tulcei,"BR,CT,TL"
aleea teilor,22,14,22,Aleea Teilor,"AR,BT,CS,GL,GJ,HR,HD,CL,MM,MH,NT,OT,TR,VS"
alszeg,22,4,22,Alszeg,"BN,CV,HR,SJ"
felszeg,22,5,22,Felszeg,"CJ,CV,HR,SM,SJ"
grigorescu,22,16,22,Doctor Grigorescu,"AG,BN,BZ,CT,DJ,HD,GR,MH,MS,NT,OT,PH,SV,TR,VL,VN"
mihai,22,14,22,Aleea Regele Mihai,"AR,BN,BV,BZ,DB,DJ,GL,GJ,HR,MM,PH,SM,SV,TR"
nr. 1,22,11,22,Nr. 1,"AR,BH,BT,BZ,CV,DJ,IL,MH,MS,NT,PH"
nr. 3,22,11,22,Nr. 3,"AR,BH,BZ,CV,DJ,IL,MH,MS,NT,PH,SJ"
nr. 4,22,10,22,Nr. 4,"AR,BH,BZ,CV,DJ,IL,MH,MS,NT,PH"
petru,22,19,22,Maior Petru,"AB,AR,BH,BN,BT,BV,BR,BZ,CS,CJ,DJ,HD,MM,MS,SM,SB,TM,VS,VN"
corcodusilor,21,13,21,Corcodusilor,"BC,BT,BZ,CT,DB,GL,GJ,IL,PH,SJ,TR,TM,VL"
sub deal,21,11,21,Strada Sub Deal,"AB,BC,BV,GJ,IS,MM,MS,NT,OT,SB,VL"
a.i. cuza,20,10,20,A.I. Cuza,"BC,BH,CT,DJ,GL,MH,OT,PH,VS,VL"
agudului,20,6,19,Agudului,"BC,IS,NT,VS,VN,B"
aleea bisericii,20,14,20,Aleea Bisericii,"BT,CS,CT,DB,DJ,GL,GJ,CL,IF,MH,NT,OT,PH,VS"
aleea trandafirilor,20,16,20,Aleea Trandafirilor,"BN,BT,BR,DJ,GL,GJ,IL,MH,NT,OT,PH,SB,TR,TM,VS,VN"
blaga lucian,20,17,20,Blaga Lucian,"AB,AR,AG,BH,BN,BV,CS,CJ,HD,IS,SM,SJ,SB,SV,TM,VL,B"
blocurilor,20,14,20,Aleea Blocurilor,"AB,AG,BC,BZ,GJ,HR,IL,IF,MM,MS,NT,SJ,SV,VL"
cimitir,20,14,20,Aleea Cimitir,"AR,BC,CJ,DJ,HR,IS,GR,MH,PH,SM,SJ,SV,TM,VN"
ederei,20,13,20,Aleea Ederei,"BC,BT,BV,BR,BZ,DJ,CL,IS,IF,IL,PH,TL,VS"
hotar,20,13,20,Hotar,"AB,BC,BT,BR,CJ,DB,GL,IS,NT,SB,SV,TR,VL"
nr. 6,20,9,20,Nr. 6,"AR,BH,BZ,CV,DJ,MH,MS,NT,PH"
poarta tarnii,20,6,20,Poarta Tarnii,"BC,GL,IS,GR,NT,VS"
podetului,20,12,20,Podețului,"BC,BR,BZ,CV,DJ,GJ,HR,IL,GR,PH,TR,VN"
roman,20,13,20,Aleea Roman,"AG,BT,CS,CJ,HR,HD,IF,MM,SJ,SB,TR,VN,B"
semanatorului,20,5,16,Fundătura Semănătorului,"BR,CT,CL,IS,B"
valea adanca,20,8,16,Aleea Valea Adâncă,"AG,BT,DB,GL,IS,SB,TR,VL"
1 decembie 1918,19,15,19,1 Decembie 1918,"AB,AR,BN,BV,BR,BZ,CS,CJ,CT,CV,GL,HD,MH,MS,PH"
bisericii ortodoxe,19,7,19,Bisericii Ortodoxe,"AB,AR,CJ,CV,MS,SM,SB"
bisericilor,19,12,19,Bisericilor,"AB,BH,BN,BT,BV,BZ,HD,MM,OT,SJ,SB,SV"
cotului,19,12,19,Cotului,"BC,BT,CJ,DJ,GJ,IL,IS,MH,MS,NT,SM,SV"
dealul viei,19,10,18,Dealul Viei,"BC,BT,BZ,GJ,IS,NT,SV,VS,VL,VN"
ieremia movila,19,10,19,Ieremia Movila,"BC,BT,BV,CT,GL,IS,NT,SV,VS,VN"
iosif stefan octavian,19,16,19,Iosif Ștefan Octavian,"AR,BH,BN,BV,BR,CJ,CT,GJ,HD,IS,GR,PH,SM,SB,SV,B"
nr. 8,19,10,19,Nr. 8,"AR,BH,BZ,CV,DJ,MH,MS,NT,PH,SJ"
oilor,19,11,19,Fundătura Oilor,"BZ,CT,DB,IS,GR,NT,PH,TR,TM,TL,VS"
podis,19,6,18,Podis,"BC,BT,GL,IS,NT,SV"
principala 2,19,12,19,Principala 2,"AB,BH,BT,GJ,MM,MH,MS,SV,TM,TL,VL,VN"
rachitelor,19,7,19,Răchitelor,"BC,BT,IS,MH,NT,SV,VS"
stancii,19,11,19,Intrarea Stâncii,"BC,BH,BV,CT,CV,HR,IS,NT,SV,B,IF"
stanii,19,15,19,Stanii,"AR,BC,BV,BZ,CJ,CT,GJ,CL,SM,SJ,SV,TR,VS,VN,IF"
urzicii,19,8,17,Aleea Urzicii,"BN,GL,CL,IS,NT,TM,TL,VL"
viorelei,19,11,19,Aleea Viorelei,"BT,BR,CT,CV,GL,CL,IS,PH,TM,TL,IL"
aleea florilor,18,12,18,Aleea Florilor,"BC,BT,CS,CJ,CT,DJ,GJ,CL,MH,OT,TL,VS"
balta,18,13,18,Balta,"BC,BZ,DB,GL,IS,GR,MM,MH,NT,SM,SB,SV,VL"
brancoveanu,18,9,18,Brâncoveanu,"BT,DJ,IL,MH,PH,SB,VN,B,GR"
comertului,18,12,17,Aleea Comerțului,"AR,CT,DJ,GL,IS,IL,IF,OT,SB,TL,VL,B"
de jos,18,8,18,De Jos,"AB,BV,CJ,CV,MS,SM,SB,SV"
domneasca,18,11,18,Calea Domnească,"AB,BN,BR,BZ,CT,DB,GL,GR,SB,SV,VN"
drumul nou,18,12,17,Drumul Nou,"AG,BC,BT,CS,CJ,DJ,HD,NT,OT,SV,VS,VL"
dupa sat,18,8,18,Dupa Sat,"BN,BT,CJ,IS,MM,NT,SJ,VS"
fanus neagu,18,9,17,Fanus Neagu,"BR,BZ,DJ,GL,CL,GR,MH,OT,PH"
focsani,18,7,14,Calea Focșani,"BR,BZ,DJ,GL,TM,VN,B"
gherghinei,18,12,18,Gherghinei,"AR,BT,BR,BZ,DB,GJ,IS,IF,MH,TL,VL,VN"
horia closca si crisan,18,10,17,Horia Closca si Crisan,"AR,AG,CT,CV,MH,OT,PH,SB,SV,VL"
malom,18,3,18,Malom,"HR,MS,SM"
muntenilor,18,10,18,Drumul Muntenilor,"AB,BC,BT,BR,BZ,CJ,DJ,CL,MH,PH"
nr. 11,18,9,18,Nr. 11,"AR,BH,BZ,CV,DJ,MH,MS,NT,PH"
nr. 7,18,9,18,Nr. 7,"AR,BH,BZ,CV,DJ,MH,MS,NT,PH"
oltenilor,18,10,17,Aleea Oltenilor,"BR,CT,DJ,GL,GJ,IL,GR,OT,TR,TL"
pichetului,18,10,18,Aleea Pichetului,"BT,CT,GL,IS,MH,OT,PH,SV,VS,B"
scolilor,18,5,18,Aleea Școlilor,"BR,BZ,GL,IS,TL"
sloboziei,18,8,15,Calea Sloboziei,"BT,BR,CL,IL,IS,GR,PH,SV"
smochinilor,18,8,18,Smochinilor,"BH,CS,CT,DJ,MM,MH,PH,TM"
ulita mica,18,12,18,Strada Ulița Mică,"AB,AG,BV,BZ,HD,GR,MS,PH,SJ,SV,TR,VL"
adunarii,17,7,17,Adunării,"AG,BN,GR,MM,OT,SV,TR"
apicultorului,17,11,17,Apicultorului,"BC,BN,BT,BR,BZ,IS,MS,OT,PH,TR,TL"
bahna,17,7,17,Bahna,"BT,BZ,IS,MH,NT,SV,VN"
cap,17,11,17,Aleea CAP,"BT,BZ,CT,DB,GJ,SV,TR,TL,VS,VL,VN"
cartierului,17,9,17,CARTIERULUI,"BN,BR,DB,CL,MM,NT,PH,VS,IF"
drumul garii,17,9,16,Drumul Gării,"BT,BR,GR,IL,CL,PH,TR,VL,IF"
drumul mare,17,12,17,Drumul Mare,"BC,BZ,DJ,GL,GJ,IF,GR,NT,OT,PH,VS,B"
dumbravitei,17,10,17,Dumbrăviței,"AB,BV,GJ,HD,IL,MM,NT,SB,SV,VL"
falezei,17,7,15,Aleea Falezei,"BN,BZ,CT,GL,CL,MH,TL"
frasin,17,9,17,Aleea Frasin,"BC,BT,DB,HR,IS,NT,SV,VS,VN"
fulger,17,8,14,Fulger,"CT,DJ,GL,GJ,IS,IF,SJ,VN"
hatasului,17,6,17,Hațașului,"BC,BT,IS,NT,TL,VN"
ion dragalina,17,15,15,Bulevardul General Ion Dragalina,"AB,AR,BV,CS,GL,GJ,HD,IL,CL,OT,PH,SJ,TM,VL,B"
ionescu,17,11,17,Căpitan Ionescu,"AG,BZ,DB,IL,IS,IF,MH,NT,SV,TR,VL"
moinesti,17,5,13,Aleea Moinești,"BC,GL,IF,MS,B"
palmierului,17,12,17,Intrarea Palmierului,"AB,AR,BZ,CT,GR,IF,CL,PH,TR,TM,VL,B"
pesterii,17,9,16,Intrarea Peșterii,"CJ,CT,GJ,HD,MM,MH,NT,SJ,B"
podisor,17,7,17,Podișor,"BZ,DB,DJ,GJ,IF,PH,VL"
potcovarului,17,12,16,Aleea Potcovarului,"BC,DB,DJ,GL,IS,GR,OT,SV,TR,VS,VL,VN"
primarului,17,8,16,Primarului,"BZ,DB,DJ,GJ,CL,GR,NT,PH"
profesorilor,17,11,17,Aleea Profesorilor,"AG,BN,BZ,GL,IL,NT,PH,SV,TL,VS,B"
radu cel frumos,17,10,17,Radu Cel Frumos,"AG,BT,BZ,DB,GJ,IL,IF,MH,PH,VS"
siliste,17,6,17,Siliște,"BC,DB,DJ,IS,NT,VS"
templom,17,2,17,Strada Templom,"HR,MS"
zambacului,17,4,17,Strada Zambacului,"CT,GR,OT,TR"
balti,16,11,15,Aleea Bălți,"BC,BT,BR,CJ,GL,IS,SV,TM,TL,VL,IF"
borzesti,16,14,16,Borzești,"BC,BT,BV,BR,CJ,DJ,GL,HD,MS,PH,SJ,VS,VN,B"
brigazii,16,11,16,Brigăzii,"BC,BN,IS,OT,SM,SJ,SB,TR,TM,VS,VL"
bufetului,16,11,16,Bufetului,"AB,CT,DB,DJ,GL,IF,GR,MM,PH,SJ,TR"
cactusului,16,12,16,Cactusului,"BT,BZ,DB,CL,IF,IL,GR,TR,TM,VL,VN,B"
calmatui,16,8,15,Aleea Călmățui,"BR,BZ,DJ,OT,PH,TR,B,IF"
cireselor,16,9,16,Cireșelor,"BT,CJ,GJ,IF,MM,MH,PH,VS,VN"
comorii,16,9,16,Comorii,"AB,BC,CJ,DB,IS,MS,OT,TR,TM"
dascalului,16,11,16,Dascălului,"BC,BT,BZ,CJ,DB,DJ,GL,NT,VS,B,IF"
dreapta,16,10,15,Dreapta,"AR,BT,BZ,CJ,HR,IL,OT,PH,SV,VS"
europa,16,8,15,Europa,"AR,CJ,CT,CV,IF,MM,SM,TL"
ghiocel,16,9,16,Ghiocel,"BC,BT,CT,CV,DJ,CL,IF,MM,PH"
gradinarului,16,10,16,Grădinarului,"BC,CJ,CT,DB,IL,IS,GR,OT,TL,VS"
gradinei,16,10,16,Grădinei,"AR,BC,BT,CT,GL,IS,IF,TR,VS,VN"
hasdeu petriceicu bogdan,16,15,16,Hașdeu Petriceicu Bogdan,"AB,AR,AG,BC,BH,BV,BR,CJ,CT,DJ,MS,PH,SM,SJ,TM"
lacrimioarei,16,8,16,Lăcrimioarei,"BH,CJ,CT,DJ,MH,MS,SM,TM"
legumicultorilor,16,9,16,Legumicultorilor,"BC,BZ,DB,IS,IL,CL,TM,TL,VL"
matului,16,7,15,Fundătura Matului,"BC,GL,CL,TL,VS,VL,VN"
mentei,16,10,16,Mentei,"BC,HR,CL,IL,GR,PH,TM,TL,VS,VN"
nr.1,16,10,16,Nr.1,"AR,BH,BR,BZ,CV,GJ,MH,MS,SJ,VS"
nr.2,16,9,16,Nr.2,"AR,BH,BZ,CV,GJ,MH,MS,SJ,VS"
pipera,16,8,13,Bulevardul Pipera,"BH,IF,MM,OT,PH,SB,TR,B"
plugari,16,9,14,Plugari,"BC,BT,CT,GL,IS,GR,NT,SV,IF"
poienei,16,8,16,Poienei,"BC,CT,MH,NT,PH,SV,TR,VS"
popescu,16,9,15,Caporal Popescu,"BT,BZ,DB,IS,MH,OT,SV,VS,VL"
rodului,16,10,15,Piața Rodului,"AG,BC,BT,BZ,GL,CL,GR,PH,SM,B"
taului,16,9,16,Str. Tăului,"AB,BN,CJ,HD,MM,MS,SM,SJ,IF"
tricolorului,16,8,13,Piața Tricolorului,"AB,BC,BT,DB,GR,MH,VS,B"
afumati,15,9,14,Afumați,"BC,CT,DB,DJ,CL,OT,VL,VN,IF"
arborilor,15,7,15,Arborilor,"BZ,IS,OT,PH,SB,TM,VS"
arini,15,9,15,Arini,"AB,BT,MM,NT,PH,SM,SJ,SV,VL"
armanului,15,11,14,Armanului,"BC,BT,BR,BZ,GL,HR,IL,NT,OT,SV,IF"
bibliotecii,15,9,14,Aleea Bibliotecii,"BC,BZ,CJ,GJ,MM,MH,OT,TR,VS"
biserica,15,12,15,Biserica,"BC,BT,CJ,GJ,HR,IS,CL,MM,OT,TM,VS,VL"
bobocului,15,9,15,Bobocului,"AG,DB,IS,GR,SM,TM,TL,VN,B"
brosteni,15,9,14,Aleea Broșteni,"AG,BC,BZ,CJ,IS,SB,SV,VL,B"
bumbacului,15,7,14,Bumbacului,"AR,BH,CL,OT,SV,TM,TL"
castanelor,15,13,15,Castanelor,"AB,BC,CJ,DJ,GJ,HD,IS,CL,GR,SM,SJ,SV,TM"
cfr,15,9,13,Aleea CFR,"AR,CT,GR,MH,MS,PH,TR,TM,SM"
ciusmelei,15,4,13,Aleea Ciușmelei,"BC,GL,IS,VS"
cocosului,15,10,14,Cocoșului,"AG,CJ,CT,GJ,HD,OT,SV,TR,TM,TL"
constantin musat,15,7,14,Caporal Constantin Mușat,"BC,BH,BR,GL,CL,TM,B"
dealul bisericii,15,8,15,Dealul Bisericii,"AG,BC,BT,GL,HR,IF,OT,VN"
dupa deal,15,10,15,După Deal,"AB,BN,BT,CJ,GL,HD,IS,MS,SJ,VS"
furnicii,15,10,15,Furnicii,"AR,BC,BH,BT,BR,BZ,GR,PH,TM,B"
gala galaction,15,7,14,Aleea Gala Galaction,"BH,CJ,CT,GL,MH,TR,B"
gheorghe sion,15,12,15,Gheorghe Sion,"AB,AR,BC,BV,BZ,CJ,CT,IL,NT,PH,VS,VN"
glodului,15,11,15,Glodului,"BC,CJ,DB,DJ,GR,MS,NT,PH,SJ,TR,VL"
grecilor,15,11,15,Drumul Grecilor,"AB,DJ,GJ,CL,DB,MM,MS,OT,TR,TL,VL"
i.l.caragiale,15,10,15,I.L.Caragiale,"AR,BV,CT,GL,CL,MM,PH,SV,TR,TM"
ion i.c. bratianu,15,12,15,Ion I.C. Brătianu,"AB,AR,BH,CJ,CT,DJ,HD,IS,MH,MS,PH,SM"
marginasilor,15,6,15,Mărginașilor,"BR,BZ,CT,IS,IL,TR"
moldovenilor,15,11,15,Intrarea Moldovenilor,"AG,BR,CL,SV,TR,TL,VS,VL,VN,B,IF"
nisipariei,15,4,15,Nisipăriei,"BC,GL,IS,VS"
nr. 10,15,8,15,Nr. 10,"AR,BH,BZ,DJ,MH,MS,NT,PH"
nr. 12,15,8,15,Nr. 12,"AR,BH,BT,BZ,DJ,MH,MS,PH"
nr.6,15,9,15,Nr.6,"AR,BH,BZ,CV,GJ,MH,MS,SJ,VS"
odobesti,15,8,12,Calea Odobești,"BR,CJ,DB,GL,SV,TM,VN,B"
padure,15,9,15,Padure,"BC,BT,CJ,DB,GJ,IS,SM,VS,VN"
poienita,15,10,15,Aleea Poienița,"BC,BT,DB,HD,MM,NT,PH,SV,VL,VN"
povernei,15,5,13,Intrarea Povernei,"AG,DB,IF,PH,B"
praporgescu,15,12,15,General Praporgescu,"AR,BR,CT,OT,PH,SB,SV,TR,TM,TL,VL,B"
principal,15,9,15,Principal,"BH,BT,CJ,HD,IS,MM,MS,OT,VL"
stefan voda,15,7,13,Intrarea Ștefan Vodă,"BC,GL,CL,IS,TR,VN,B"
sub vii,15,6,15,Strada Sub VII,"AB,CJ,MM,SM,SJ,SB"
valea viilor,15,8,14,Aleea Valea Viilor,"AB,BN,GJ,HD,IS,MS,TR,B"
veterani,15,6,15,Intrarea Veterani,"CT,MH,NT,PH,TR,TL"
andrei muresan,14,11,14,Andrei Mureșan,"AG,BC,BH,BT,BV,CJ,DJ,HD,PH,SJ,TM"
argintului,14,10,13,Argintului,"BC,BV,BZ,CJ,GR,NT,PH,SB,VN,B"
begoniilor,14,9,12,Aleea Begoniilor,"BT,CS,IF,GR,OT,PH,SJ,SV,TR"
blocului,14,9,14,Blocului,"AR,BC,BT,CJ,GR,IL,PH,SB,VL"
bucur,14,10,12,Bucur,"CJ,IS,GR,MM,NT,SJ,TR,TL,VN,B"
budai,14,7,14,Budai,"BC,BT,HR,IS,NT,VS,VN"
canton,14,9,13,Aleea Canton,"BC,CS,DJ,GJ,IS,NT,OT,VS,VN"
capsunelor,14,9,14,Căpșunelor,"AR,BZ,DB,IS,CL,MH,PH,SV,VN"
cerului,14,8,14,Cerului,"BC,BZ,GL,IF,CL,NT,PH,TM"
cheia,14,7,12,Cheia,"AR,BV,BZ,IF,PH,VL,B"
ciobanilor,14,10,14,Ciobanilor,"AG,BT,CT,DB,GJ,IL,GR,OT,TR,TM"
ciresari,14,11,13,Aleea Cireșari,"BT,DB,CL,IS,IL,IF,OT,PH,TR,TL,VS"
coasta,14,8,12,Coasta,"BN,HD,IS,MM,PH,SV,TR,VL"
colinelor,14,10,14,Colinelor,"AB,BH,BN,BT,CT,GR,MH,TM,TL,VS"
cornilor,14,9,13,Cornilor,"BT,GR,MM,MH,NT,PH,SM,SJ,IF"
costache conachi,14,2,14,Costache Conachi,"GL,B"
cucilor,14,10,13,Cucilor,"BC,BT,BZ,CJ,GL,DB,MH,NT,OT,TL"
dobrogeanu gherea constantin,14,14,14,Dobrogeanu Gherea Constantin,"AG,BH,BN,BV,BR,CT,HD,CL,IL,GR,MS,PH,TM,VS"
dogariei,14,5,13,Dogăriei,"BC,CV,GL,TL,VN"
draganesti,14,10,14,Drăgănești,"BC,DB,IS,GR,OT,PH,TR,VL,B,IF"
frizerului,14,7,14,Frizerului,"BN,BT,DJ,GR,IL,CL,TR"
geamiei,14,2,14,Geamiei,"CT,TL"
gheorghe duca,14,8,14,Bulevardul Gheorghe Duca,"CT,DJ,CL,IS,IF,MH,VS,B"
granicerului,14,6,12,Grănicerului,"BT,CT,GL,IS,SV,TL"
hatas,14,6,14,Hatas,"BC,BT,IS,NT,VS,VN"
imas,14,6,14,Imaș,"BC,BT,IS,SV,VS,VN"
interioara,14,5,14,INTERIOARA,"CT,CV,HR,IL,TL"
ion pillat,14,9,13,Ion Pillat,"AR,AG,BT,BR,BZ,GL,IS,VS,B"
ivanesti,14,9,14,Aleea Ivănești,"AG,CJ,DB,DJ,HD,MS,SM,SV,VL"
lupilor,14,10,12,Aleea Lupilor,"BN,DJ,GJ,IS,IF,GR,PH,TL,VS,VN"
maceselor,14,8,14,Măceșelor,"BC,BT,BZ,DJ,GJ,MM,PH,VN"
mcdrive,14,14,14,McDrive,"AB,AR,BH,BV,CJ,IS,MH,OT,PH,SM,SJ,SB,TM,VN"
mecanizatorului,14,6,14,Mecanizatorului,"BT,BR,CT,CL,OT,TL"
mesteacan,14,9,14,Mesteacăn,"AB,BC,BT,CV,HR,GR,TM,VL,VN"
mesteceni,14,9,14,Mesteceni,"AB,AG,BC,IS,MM,NT,SV,TL,VN"
mijlocie,14,11,14,MIJLOCIE,"BV,BZ,CV,GJ,CL,MS,OT,SM,SJ,SV,VN"
nr. 13,14,9,14,Nr. 13,"AR,BH,BT,BZ,DJ,MH,MS,NT,PH"
nr.3,14,8,14,Nr.3,"AR,BH,BZ,CV,MH,MS,SJ,VS"
nr.4,14,8,14,Nr.4,"AR,BH,BZ,CV,MH,MS,SJ,VS"
nr.9,14,8,14,Nr.9,"AR,BH,BZ,CV,MH,MS,SJ,VS"
oltenitei,14,4,11,Olteniței,"IF,CL,GR,B"
pantelimon,14,8,10,Aleea Pantelimon,"DB,DJ,GJ,IS,MM,VS,B,IF"
pietrelor,14,10,14,Pietrelor,"BR,BZ,CT,DB,DJ,IS,GR,NT,PH,VN"
ponor,14,8,14,Ponor,"AB,CS,CJ,MM,NT,TM,VL,VN"
ponorului,14,9,13,Ponorului,"BC,BH,CJ,GJ,HD,NT,PH,VL,B"
prosperitatii,14,6,13,Prosperității,"BC,BZ,CT,DJ,VN,B"
raiului,14,8,14,Aleea Raiului,"AR,CJ,IS,IF,GR,MS,PH,VN"
rotarului,14,8,13,Intrarea Rotarului,"BC,BN,DB,GL,IS,IL,IF,PH"
ses,14,9,14,Aleea Șes,"BT,BV,CJ,MM,MH,MS,NT,SJ,VL"
slobozia,14,9,12,Intrarea Slobozia,"BT,GL,GJ,CL,IL,IS,OT,TM,B"
steagului,14,5,13,Steagului,"AR,BT,CT,NT,VL"
stramta,14,10,14,Strada Strâmtă,"AB,BT,BV,CV,HR,IL,SJ,SB,TR,VN"
temeto,14,4,14,Strada Temető,"AR,CV,HR,MS"
tolocii,14,1,13,Strada Tolocii,SV
trei fantani,14,5,14,Strada Trei Fântâni,"BT,CV,IS,NT,VS"
ulicioara,14,8,14,Drumul Ulicioara,"BZ,CJ,IF,MS,SM,SJ,SV,VL"
vascului,14,10,13,Aleea Vâscului,"BC,BT,CT,CL,IS,IL,GR,MM,PH,TM"
voinesti,14,6,7,Aleea Voinești,"DJ,IS,IF,OT,TR,TM"
aleea castanilor,13,10,13,Aleea Castanilor,"BT,CT,GJ,CL,IL,MH,OT,PH,VS,DB"
aleea primaverii,13,11,13,Aleea Primăverii,"AG,BC,BR,CS,DB,GJ,NT,OT,SV,TL,IF"
basarab,13,10,13,Aleea Basarab,"AR,BZ,DJ,GL,IS,IF,MH,SM,VN,B"
basarabi,13,5,10,Aleea Basarabi,"CT,DJ,IS,MH,IF"
bercului,13,6,13,Bercului,"AB,CJ,MH,MS,SJ,VL"
bucura,13,8,11,Aleea Bucura,"BZ,CJ,DJ,HD,MH,TM,VL,VN"
coacazului,13,11,13,Coacăzului,"BC,BT,BV,BZ,DJ,IS,CL,NT,OT,PH,TM"
combinatului,13,8,11,Combinatului,"AR,BC,BV,BZ,GL,DB,MS,VN"
curtii,13,8,13,Curtii,"AR,BC,BT,IS,IF,SJ,SB,SV"
dulgherului,13,9,12,Dulgherului,"BC,BT,BV,BZ,DB,HR,NT,OT,IF"
electricienilor,13,10,13,Aleea Electricienilor,"BC,BZ,DJ,IF,GR,NT,OT,SB,TR,B"
fanetelor,13,8,12,Fânețelor,"BC,BN,BT,CJ,DJ,PH,TR,VS"
fantana mare,13,7,13,Fântâna Mare,"CT,GJ,GR,OT,SJ,VL,B"
forestierului,13,7,11,Aleea Forestierului,"BC,BN,CV,MM,NT,SV,TL"
fragutei,13,10,13,Frăguței,"AB,BT,CJ,DB,GR,IF,PH,TM,VS,VN"
gazului,13,9,13,Aleea Gazului,"AB,AG,BV,CJ,GJ,MH,MS,SJ,VL"
hunedoarei,13,6,10,Aleea Hunedoarei,"AR,CS,CJ,HD,SJ,SB"
ion cantacuzino,13,10,13,Dr. Ion Cantacuzino,"AR,BH,BV,CJ,CT,DJ,GL,HD,MH,VS"
ion constantin bratianu,13,11,13,Bulevardul Ion Constantin Brătianu,"BH,BV,BR,DJ,IS,IF,PH,SM,SB,SV,B"
ion corvin,13,5,12,Bulevardul Ion Corvin,"CS,CJ,CT,HD,SB"
ion gheorghe duca,13,9,13,Ion Gheorghe Duca,"BR,CT,DJ,CL,PH,SB,TL,VS,VL"
